       DT     JJ     NN     MD     RB     VB     VBN    -NONE- IN     NNS    NNP    .      VBD    WRB    PRP    $      CD     ``     ''     :      ,      JJR    RBR    VBG    CC     TO     -LRB-  -RRB-  VBZ    VBP    NNPS   POS    PRP$   WP     WDT    RP     WP$    EX     RBS    JJS    FW     PDT    UH     SYM   
VBD    0      0      113    0      0      1      41     0      0      0      0      0      271    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
WRB    0      0      2      0      0      0      0      0      0      0      0      0      0      29     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
PRP    0      0      7      0      0      0      0      0      0      0      0      0      0      0      276    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
$      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      31     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
CD     0      0      91     0      0      0      0      0      0      0      0      0      0      0      0      0      161    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
``     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      127    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
''     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      125    0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0     
:      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      60     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
,      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      606    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
JJR    0      0      5      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      9      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
RBR    0      5      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
VBG    0      0      115    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      67     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
CC     0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      292    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
TO     0      0      5      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      254    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
-LRB-  0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
-RRB-  0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
VBZ    0      0      83     0      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      222    0      0      5      0      0      0      0      0      0      0      0      0      0      0      0     
VBP    0      0      41     0      0      12     1      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      114    0      0      0      0      0      0      0      0      0      0      0      0      0      0     
NNPS   0      0      32     0      0      0      0      0      0      0      4      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0     
POS    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      120    0      0      0      0      0      0      0      0      0      0      0      0     
PRP$   0      0      16     0      0      0      0      0      0      0      0      0      0      0      23     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      82     0      0      0      0      0      0      0      0      0      0      0     
WP     0      0      3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      48     0      0      0      0      0      0      0      0      0      0     
WDT    0      0      0      0      0      0      0      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      49     0      0      0      0      0      0      0      0      0     
RP     0      0      1      0      5      0      0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      22     0      0      0      0      0      0      0      0     
WP$    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      0      0      0      0      0      0      0     
EX     0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      13     0      0      0      0      0      0     
RBS    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      1      0      0      0      0     
JJS    0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      15     0      0      0      0     
FW     0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
PDT    3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
UH     0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
SYM    0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     
